first_column,second_column,third_column,fourth_column
[2.2242480249138725,-0.474823785017625, -1.012801093057619],cent	
[-3.378389943847644,-0.7204808987154058, -1.341567870014024],cent	
[-0.3965058927655619,1.527640887330271, 3.063066072985678],cent	
